symbol,name,marketCap,exchange,sector,industry,yahooFinanceSymbol
CONTROLPR,Control Print Limited,58304,NSE,Industrials,Business Equipment & Supplies,CONTROLPR.NS
STCINDIA,The State Trading Corporation of India Limited,58290,NSE,Industrials,Conglomerates,STCINDIA.NS
CENTUM,Centum Electronics Limited,58271,NSE,Technology,Electronic Components,CENTUM.NS
KBCGLOBAL,KBC Global Limited,58118,NSE,Real Estate,Real Estate—Development,KBCGLOBAL.NS
THEINVEST,The Investment Trust Of India Limited,57703,NSE,Financial Services,Capital Markets,THEINVEST.NS
SWELECTES,Swelect Energy Systems Limited,57474,NSE,Technology,Solar,SWELECTES.NS
LIKHITHA,Likhitha Infrastructure Limited,57094,NSE,Energy,Oil & Gas Equipment & Services,LIKHITHA.NS
RML,Rane (Madras) Limited,57083,NSE,Consumer Cyclical,Auto Parts,RML.NS
AARTISURF,Aarti Surfactants Limited,56944,NSE,Basic Materials,Specialty Chemicals,AARTISURF.NS
AYMSYNTEX,AYM Syntex Limited,56373,NSE,Consumer Cyclical,Textile Manufacturing,AYMSYNTEX.NS
ZUARI,Zuari Agro Chemicals Limited,56337,NSE,Basic Materials,Agricultural Inputs,ZUARI.NS
ASIANTILES,Asian Granito India Limited,56269,NSE,Industrials,Building Products & Equipment,ASIANTILES.NS
TALBROAUTO,Talbros Automotive Components Limited,56173,NSE,Consumer Cyclical,Auto Parts,TALBROAUTO.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,56103,NSE,Consumer Cyclical,Textile Manufacturing,SVPGLOB.NS
INTLCONV,International Conveyors Limited,56059,NSE,,,INTLCONV.NS
SKIPPER,Skipper Limited,55853,NSE,Industrials,Engineering & Construction,SKIPPER.NS
SOUTHWEST,South West Pinnacle Exploration Limited,55121,NSE,Energy,Oil & Gas Equipment & Services,SOUTHWEST.NS
SHYAMCENT,Shyam Century Ferrous Limited,55099,NSE,Basic Materials,Steel,SHYAMCENT.NS
MANINDS,Man Industries (India) Limited,54648,NSE,Basic Materials,Steel,MANINDS.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,54536,NSE,Financial Services,Capital Markets,NBIFIN.NS
MARATHON,Marathon Nextgen Realty Limited,54372,NSE,Real Estate,Real Estate—Development,MARATHON.NS
BETA,Beta Drugs Limited,54366,NSE,,,BETA.NS
TFCILTD,Tourism Finance Corporation of India Limited,54314,NSE,Financial Services,Credit Services,TFCILTD.NS
SUULD,Suumaya Industries Limited,54115,NSE,Consumer Cyclical,Apparel Retail,SUULD.NS
ARIHANTSUP,Arihant Superstructures Limited,54022,NSE,Real Estate,Real Estate—Development,ARIHANTSUP.NS
NECLIFE,Nectar Lifesciences Limited,53935,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,NECLIFE.NS
RUBYMILLS,The Ruby Mills Limited,53914,NSE,Consumer Cyclical,Textile Manufacturing,RUBYMILLS.NS
MGEL,Mangalam Global Enterprise Limited,53546,NSE,Consumer Defensive,Farm Products,MGEL.NS
INDRAMEDCO,Indraprastha Medical Corporation Limited,53537,NSE,Healthcare,Medical Care Facilities,INDRAMEDCO.NS
KRITI,Kriti Industries (India) Limited,52977,NSE,Industrials,Building Products & Equipment,KRITI.NS
RAMASTEEL,Rama Steel Tubes Limited,52448,NSE,Basic Materials,Steel,RAMASTEEL.NS
UNITECH,Unitech Limited,52326,NSE,Real Estate,Real Estate—Diversified,UNITECH.NS
ZUARIGLOB,Zuari Global Limited,52213,NSE,Industrials,Conglomerates,ZUARIGLOB.NS
DELPHIFX,DELPHI WORLD MONEY LIMITED,52145,NSE,Financial Services,Capital Markets,DELPHIFX.NS
EXXARO,Exxaro Tiles Limited,51944,NSE,Industrials,Building Products & Equipment,EXXARO.NS
MAWANASUG,Mawana Sugars Limited,51908,NSE,Consumer Defensive,Confectioners,MAWANASUG.NS
CREST,Crest Ventures Limited,51907,NSE,Financial Services,Financial Conglomerates,CREST.NS
PLASTIBLEN,Plastiblends India Limited,51511,NSE,Basic Materials,Specialty Chemicals,PLASTIBLEN.NS
NELCAST,Nelcast Limited,51331,NSE,Industrials,Metal Fabrication,NELCAST.NS
BBTCL,B&B Triplewall Containers Limited,51278,NSE,,,BBTCL.NS
SNOWMAN,Snowman Logistics Limited,51045,NSE,Industrials,Integrated Freight & Logistics,SNOWMAN.NS
VASCONEQ,Vascon Engineers Limited,50635,NSE,Industrials,Engineering & Construction,VASCONEQ.NS
KOTHARIPET,Kothari Petrochemicals Limited,50608,NSE,Basic Materials,Specialty Chemicals,KOTHARIPET.NS
CLSEL,Chaman Lal Setia Exports Limited,50518,NSE,,,CLSEL.NS
V2RETAIL,V2 Retail Limited,50380,NSE,Consumer Cyclical,Apparel Retail,V2RETAIL.NS
REPRO,Repro India Limited,50354,NSE,Industrials,Specialty Business Services,REPRO.NS
BASML,Bannari Amman Spinning Mills Limited,50155,NSE,Consumer Cyclical,Textile Manufacturing,BASML.NS
MMP,MMP Industries Limited,50145,NSE,Basic Materials,Aluminum,MMP.NS
MENONBE,Menon Bearings Limited,49792,NSE,Consumer Cyclical,Auto Parts,MENONBE.NS
DLINKINDIA,D-Link (India) Limited,49618,NSE,Technology,Communication Equipment,DLINKINDIA.NS
SANDESH,The Sandesh Limited,49500,NSE,Communication Services,Publishing,SANDESH.NS
YAARI,Yaari Digital Integrated Services Limited,49442,NSE,Financial Services,Credit Services,YAARI.NS
ORICONENT,Oricon Enterprises Limited,49313,NSE,Consumer Cyclical,Packaging & Containers,ORICONENT.NS
VIKASLIFE,Vikas Lifecare Limited,49231,NSE,Basic Materials,Specialty Chemicals,VIKASLIFE.NS
VIKASLIFE,Vikas Lifecare Limited,49231,NSE,Basic Materials,Specialty Chemicals,VIKASLIFE.NS
PENIND,Pennar Industries Limited,49117,NSE,Industrials,Specialty Industrial Machinery,PENIND.NS
GALLANTT,Gallantt Metal Limited,48997,NSE,Basic Materials,Steel,GALLANTT.NS
STERTOOLS,Sterling Tools Limited,48867,NSE,Industrials,Tools & Accessories,STERTOOLS.NS
JAIBALAJI,Jai Balaji Industries Limited,48433,NSE,Basic Materials,Steel,JAIBALAJI.NS
MANAKSIA,Manaksia Limited,48364,NSE,Industrials,Metal Fabrication,MANAKSIA.NS
VINYLINDIA,Vinyl Chemicals (India) Limited,48126,NSE,Basic Materials,Specialty Chemicals,VINYLINDIA.NS
CYBERTECH,Cybertech Systems And Software Limited,48037,NSE,Technology,Information Technology Services,CYBERTECH.NS
NAVKARCORP,Navkar Corporation Limited,47940,NSE,Industrials,Integrated Freight & Logistics,NAVKARCORP.NS
AXISCADES,AXISCADES Technologies Limited,47866,NSE,Industrials,Engineering & Construction,AXISCADES.NS
TVSELECT,TVS Electronics Limited,47698,NSE,Technology,Computer Hardware,TVSELECT.NS
GOACARBON,Goa Carbon Limited,47682,NSE,Basic Materials,Specialty Chemicals,GOACARBON.NS
RBL,Rane Brake Lining Limited,47311,NSE,Consumer Cyclical,Auto Parts,RBL.NS
SARLAPOLY,Sarla Performance Fibers Limited,47304,NSE,Consumer Cyclical,Textile Manufacturing,SARLAPOLY.NS
MALLCOM,Mallcom (India) Limited,47243,NSE,Industrials,Security & Protection Services,MALLCOM.NS
BIRLACABLE,Birla Cable Limited,47010,NSE,Technology,Communication Equipment,BIRLACABLE.NS
INNOVANA,Innovana Thinklabs Limited,46638,NSE,,,INNOVANA.NS
INDOBORAX,Indo Borax & Chemicals Limited,46017,NSE,Basic Materials,Chemicals,INDOBORAX.NS
SREEL,Sreeleathers Limited,45789,NSE,Consumer Cyclical,Footwear & Accessories,SREEL.NS
WINDLAS,Windlas Biotech Limited,45779,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,WINDLAS.NS
KAYA,Kaya Limited,45764,NSE,Consumer Defensive,Household & Personal Products,KAYA.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,45577,NSE,Consumer Cyclical,Luxury Goods,TBZ.NS
SADBHAV,Sadbhav Engineering Limited,45380,NSE,Industrials,Engineering & Construction,SADBHAV.NS
NRAIL,N R Agarwal Industries Limited,45322,NSE,Basic Materials,Paper & Paper Products,NRAIL.NS
GANDHITUBE,Gandhi Special Tubes Limited,45196,NSE,Industrials,Metal Fabrication,GANDHITUBE.NS
HMVL,Hindustan Media Ventures Limited,45161,NSE,Communication Services,Publishing,HMVL.NS
SEJALLTD,Sejal Glass Limited,45001,NSE,Industrials,Building Products & Equipment,SEJALLTD.NS
CONSOFINVT,Consolidated Finvest & Holdings Limited,44869,NSE,Financial Services,Capital Markets,CONSOFINVT.NS
HERCULES,Hercules Hoists Limited,44560,NSE,Industrials,Specialty Industrial Machinery,HERCULES.NS
MAGADSUGAR,Magadh Sugar & Energy Limited,44375,NSE,Consumer Defensive,Confectioners,MAGADSUGAR.NS
DPWIRES,D P Wires Limited,44333,NSE,Industrials,Metal Fabrication,DPWIRES.NS
UNIVCABLES,Universal Cables Limited,44226,NSE,Industrials,Electrical Equipment & Parts,UNIVCABLES.NS
RANASUG,Rana Sugars Limited,44151,NSE,Consumer Defensive,Confectioners,RANASUG.NS
MIRCELECTR,MIRC Electronics Limited,43996,NSE,Consumer Cyclical,591,MIRCELECTR.NS
PTL,PTL Enterprises Limited,43949,NSE,Real Estate,Real Estate Services,PTL.NS
DUCON,Ducon Infratechnologies Limited,43706,NSE,Industrials,Specialty Industrial Machinery,DUCON.NS
TRIL,Transformers And Rectifiers (India) Limited,43680,NSE,Industrials,Electrical Equipment & Parts,TRIL.NS
SDBL,Som Distilleries & Breweries Limited,43672,NSE,Consumer Defensive,Beverages—Brewers,SDBL.NS
GAYAPROJ,Gayatri Projects Limited,43524,NSE,Industrials,Engineering & Construction,GAYAPROJ.NS
ASIANENE,Asian Energy Services Limited,43519,NSE,Energy,Oil & Gas Equipment & Services,ASIANENE.NS
DCMNVL,DCM Nouvelle Limited,43482,NSE,Consumer Cyclical,Textile Manufacturing,DCMNVL.NS
VISESHINFO,Visesh Infotecnics Limited,43406,NSE,Technology,Information Technology Services,VISESHINFO.NS
VARDHACRLC,Vardhman Acrylics Limited,43196,NSE,Consumer Cyclical,Textile Manufacturing,VARDHACRLC.NS
BHARATWIRE,Bharat Wire Ropes Limited,43167,NSE,Basic Materials,Steel,BHARATWIRE.NS
ANDHRACEMT,Andhra Cements Limited,43001,NSE,Basic Materials,Building Materials,ANDHRACEMT.NS
TAKE,Take Solutions Limited,42901,NSE,Healthcare,Biotechnology,TAKE.NS
MUTHOOTCAP,Muthoot Capital Services Limited,42829,NSE,Financial Services,Credit Services,MUTHOOTCAP.NS
RICOAUTO,Rico Auto Industries Limited,42818,NSE,Consumer Cyclical,Auto Parts,RICOAUTO.NS
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,42198,NSE,Consumer Cyclical,Lodging,ADVANIHOTR.NS
FOODSIN,Foods & Inns Limited,42133,NSE,,,FOODSIN.NS
RELCAPITAL,Reliance Capital Limited,42076,NSE,Financial Services,Financial Conglomerates,RELCAPITAL.NS
KSOLVES,Ksolves India Limited,42035,NSE,,,KSOLVES.NS
TRIGYN,Trigyn Technologies Limited,41407,NSE,Technology,Information Technology Services,TRIGYN.NS
LINC,Linc Limited,41263,NSE,Industrials,Business Equipment & Supplies,LINC.NS
MSPL,MSP Steel & Power Limited,41239,NSE,Basic Materials,Steel,MSPL.NS
BSHSL,Bombay Super Hybrid Seeds Limited,41209,NSE,Basic Materials,Agricultural Inputs,BSHSL.NS
HPL,HPL Electric & Power Limited,41152,NSE,Industrials,Electrical Equipment & Parts,HPL.NS
COASTCORP,Coastal Corporation Limited,40966,NSE,Consumer Defensive,Packaged Foods,COASTCORP.NS
MUNJALAU,Munjal Auto Industries Limited,40900,NSE,Consumer Cyclical,Auto Parts,MUNJALAU.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,40545,NSE,Basic Materials,Agricultural Inputs,NATHBIOGEN.NS
ZEELEARN,Zee Learn Limited,40435,NSE,Consumer Defensive,Education & Training Services,ZEELEARN.NS
XELPMOC,Xelpmoc Design And Tech Limited,40354,NSE,Technology,Information Technology Services,XELPMOC.NS
HITECHGEAR,The Hi-Tech Gears Limited,40323,NSE,Consumer Cyclical,Auto Parts,HITECHGEAR.NS
GODHA,Godha Cabcon & Insulation Limited,39974,NSE,Industrials,Electrical Equipment & Parts,GODHA.NS
KHADIM,Khadim India Limited,39857,NSE,Consumer Cyclical,Footwear & Accessories,KHADIM.NS
OMINFRAL,OM INFRA LIMITED,39822,NSE,Industrials,Engineering & Construction,OMINFRAL.NS
MAXIND,Max India Limited,39640,NSE,Healthcare,Medical Care Facilities,MAXIND.NS
INDOTHAI,Indo Thai Securities Limited,39635,NSE,Financial Services,Capital Markets,INDOTHAI.NS
INDSWFTLAB,Ind-Swift Laboratories Limited,39381,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,INDSWFTLAB.NS
MUNJALSHOW,Munjal Showa Limited,39175,NSE,Consumer Cyclical,Auto Parts,MUNJALSHOW.NS
HITECHCORP,Hitech Corporation Limited,39169,NSE,Consumer Cyclical,Packaging & Containers,HITECHCORP.NS
CEBBCO,Commercial Engineers & Body Builders Co Limited,39059,NSE,Industrials,Railroads,CEBBCO.NS
HINDCOMPOS,Hindustan Composites Limited,39012,NSE,Consumer Cyclical,Auto Parts,HINDCOMPOS.NS
LYKALABS,Lyka Labs Limited,38846,NSE,Healthcare,Biotechnology,LYKALABS.NS
UFO,UFO Moviez India Limited,38658,NSE,Communication Services,Entertainment,UFO.NS
KNAGRI,KN Agri Resources Limited,38211,NSE,,,KNAGRI.NS
JPINFRATEC,Jaypee Infratech Limited,38196,NSE,Industrials,Infrastructure Operations,JPINFRATEC.NS
KOTHARIPRO,Kothari Products Limited,38155,NSE,Industrials,Conglomerates,KOTHARIPRO.NS
DHUNINV,Dhunseri Investments Limited,38123,NSE,Financial Services,Capital Markets,DHUNINV.NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,38025,NSE,Consumer Defensive,Confectioners,VISHWARAJ.NS
PRECOT,Precot Limited,37956,NSE,Consumer Cyclical,Textile Manufacturing,PRECOT.NS
MEGASOFT,Megasoft Limited,37955,NSE,Technology,Software—Application,MEGASOFT.NS
MARINE,Marine Electricals (India) Limited,37842,NSE,Industrials,Marine Shipping,MARINE.NS
GINNIFILA,Ginni Filaments Limited,37258,NSE,Consumer Cyclical,Textile Manufacturing,GINNIFILA.NS
REPL,Rudrabhishek Enterprises Limited,37156,NSE,Industrials,Consulting Services,REPL.NS
PPL,Prakash Pipes Limited,37073,NSE,Industrials,Building Products & Equipment,PPL.NS
PDMJEPAPER,Pudumjee Paper Products Limited,36888,NSE,Basic Materials,Paper & Paper Products,PDMJEPAPER.NS
SHEMAROO,Shemaroo Entertainment Limited,36805,NSE,Communication Services,Entertainment,SHEMAROO.NS
SHIVAMAUTO,Shivam Autotech Limited,36544,NSE,Consumer Cyclical,Auto Parts,SHIVAMAUTO.NS
OSWALAGRO,Oswal Agro Mills Limited,36378,NSE,Real Estate,Real Estate—Development,OSWALAGRO.NS
BANSWRAS,Banswara Syntex Limited,36303,NSE,Consumer Cyclical,Textile Manufacturing,BANSWRAS.NS
PRAXIS,Praxis Home Retail Limited,36261,NSE,Consumer Cyclical,Specialty Retail,PRAXIS.NS
ACCURACY,Accuracy Shipping Limited,36210,NSE,Industrials,Integrated Freight & Logistics,ACCURACY.NS
VENUSREM,Venus Remedies Limited,36131,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,VENUSREM.NS
GENUSPAPER,Genus Paper & Boards Limited,35741,NSE,Basic Materials,Paper & Paper Products,GENUSPAPER.NS
GSCLCEMENT,Gujarat Sidhee Cement Limited,35598,NSE,Basic Materials,Building Materials,GSCLCEMENT.NS
ATULAUTO,Atul Auto Limited,35427,NSE,Consumer Cyclical,Auto Manufacturers,ATULAUTO.NS
ORIENTABRA,Orient Abrasives Limited,35413,NSE,Basic Materials,Specialty Chemicals,ORIENTABRA.NS
CLEDUCATE,CL Educate Limited,35400,NSE,Consumer Defensive,Education & Training Services,CLEDUCATE.NS
CHEMFAB,Chemfab Alkalis Limited,35384,NSE,Basic Materials,Specialty Chemicals,CHEMFAB.NS
MEP,MEP Infrastructure Developers Limited,35313,NSE,Industrials,Infrastructure Operations,MEP.NS
SILINV,SIL Investments Limited,35168,NSE,Financial Services,Asset Management,SILINV.NS
BALAXI,BALAXI PHARMACEUTICALS LIMITED,35160,NSE,,,BALAXI.NS
NRL,Nupur Recyclers Limited,34949,NSE,,,NRL.NS
HDIL,Housing Development and Infrastructure Limited,34839,NSE,Real Estate,Real Estate—Diversified,HDIL.NS
SPTL,Sintex Plastics Technology Limited,34670,NSE,Consumer Cyclical,Auto Parts,SPTL.NS
PASUPTAC,Pasupati Acrylon Limited,34539,NSE,,,PASUPTAC.NS
WEBELSOLAR,Websol Energy System Limited,34497,NSE,Technology,Solar,WEBELSOLAR.NS
ASAHISONG,Asahi Songwon Colors Limited,34314,NSE,Basic Materials,Specialty Chemicals,ASAHISONG.NS
AURUM,Aurum PropTech Limited,34227,NSE,Technology,Information Technology Services,AURUM.NS
DIL,Debock Industries Limited,34133,NSE,Industrials,Farm & Heavy Construction Machinery,DIL.NS
VIKASECO,Vikas EcoTech Limited,34120,NSE,Basic Materials,Specialty Chemicals,VIKASECO.NS
MARALOVER,Maral Overseas Limited,34078,NSE,Consumer Cyclical,Textile Manufacturing,MARALOVER.NS
SCHAND,S Chand And Company Limited,33939,NSE,Communication Services,Publishing,SCHAND.NS
BIRLAMONEY,Aditya Birla Money Limited,33938,NSE,Financial Services,Capital Markets,BIRLAMONEY.NS
PREMEXPLN,Premier Explosives Limited,33687,NSE,Basic Materials,Specialty Chemicals,PREMEXPLN.NS
HUBTOWN,Hubtown Limited,33677,NSE,Real Estate,Real Estate—Development,HUBTOWN.NS
ORBTEXP,Orbit Exports Limited,33613,NSE,Consumer Cyclical,Textile Manufacturing,ORBTEXP.NS
ROHLTD,Royal Orchid Hotels Limited,33349,NSE,Consumer Cyclical,Lodging,ROHLTD.NS
MINDTECK,Mindteck (India) Limited,33171,NSE,Technology,Information Technology Services,MINDTECK.NS
DANGEE,Dangee Dums Limited,32817,NSE,Consumer Cyclical,Restaurants,DANGEE.NS
PROZONINTU,Prozone Intu Properties Limited,32581,NSE,Real Estate,Real Estate—Diversified,PROZONINTU.NS
IRISDOREME,Iris Clothings Limited,32196,NSE,Consumer Cyclical,Apparel Manufacturing,IRISDOREME.NS
GKWLIMITED,GKW Limited,32171,NSE,Industrials,Specialty Business Services,GKWLIMITED.NS
SADBHIN,Sadbhav Infrastructure Project Limited,31700,NSE,Industrials,Engineering & Construction,SADBHIN.NS
CUPID,Cupid Limited,31598,NSE,Consumer Defensive,Household & Personal Products,CUPID.NS
DICIND,DIC India Limited,31493,NSE,Basic Materials,Specialty Chemicals,DICIND.NS
GOKUL,Gokul Refoils and Solvent Limited,31480,NSE,,,GOKUL.NS
PODDARMENT,Poddar Pigments Limited,31480,NSE,Basic Materials,Specialty Chemicals,PODDARMENT.NS
PENINLAND,Peninsula Land Limited,31410,NSE,Real Estate,Real Estate—Development,PENINLAND.NS
GEECEE,GeeCee Ventures Limited,31389,NSE,Real Estate,Real Estate—Development,GEECEE.NS
DHANBANK,Dhanlaxmi Bank Limited,31373,NSE,Financial Services,Banks—Regional,DHANBANK.NS
ROHITFERRO,Rohit Ferro-Tech Limited,31118,NSE,,,ROHITFERRO.NS
KREBSBIO,Krebs Biochemicals and Industries Limited,30842,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,KREBSBIO.NS
MAHESHWARI,Maheshwari Logistics Limited,30825,NSE,Industrials,Integrated Freight & Logistics,MAHESHWARI.NS
BPL,BPL Limited,30626,NSE,Technology,Consumer Electronics,BPL.NS
HIRECT,Hind Rectifiers Limited,30626,NSE,Industrials,Electrical Equipment & Parts,HIRECT.NS
BIL,Bhartiya International Limited,30567,NSE,Consumer Cyclical,Footwear & Accessories,BIL.NS
ALBERTDAVD,Albert David Limited,30288,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,ALBERTDAVD.NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,30248,NSE,Financial Services,Asset Management,JPOLYINVST.NS
INVENTURE,Inventure Growth & Securities Limited,30240,NSE,Financial Services,Capital Markets,INVENTURE.NS
CINELINE,Cineline India Limited,30083,NSE,Real Estate,Real Estate Services,CINELINE.NS
BAFNAPH,Bafna Pharmaceuticals Limited,29961,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,BAFNAPH.NS
EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,29880,NSE,,,EMKAYTOOLS.NS
EROSMEDIA,Eros International Media Limited,29820,NSE,Communication Services,Entertainment,EROSMEDIA.NS
BIRLATYRE,Birla Tyres Limited,29801,NSE,Consumer Cyclical,Auto Parts,BIRLATYRE.NS
NGIL,Nakoda Group of Industries Limited,29799,NSE,Consumer Defensive,Packaged Foods,NGIL.NS
KOTARISUG,Kothari Sugars And Chemicals Limited,29467,NSE,Consumer Defensive,Confectioners,KOTARISUG.NS
SALZERELEC,Salzer Electronics Limited,29456,NSE,Industrials,Electrical Equipment & Parts,SALZERELEC.NS
NIPPOBATRY,Indo-National Limited,29273,NSE,Industrials,Electrical Equipment & Parts,NIPPOBATRY.NS
PENTAGOLD,Penta Gold Limited,29268,NSE,,,PENTAGOLD.NS
KOTYARK,Kotyark Industries Limited,29119,NSE,,,KOTYARK.NS
RUCHIRA,Ruchira Papers Limited,29023,NSE,Basic Materials,Paper & Paper Products,RUCHIRA.NS
WEALTH,Wealth First Portfolio Managers Limited,29003,NSE,Financial Services,Capital Markets,WEALTH.NS
EIFFL,Euro India Fresh Foods Limited,28991,NSE,Consumer Defensive,Packaged Foods,EIFFL.NS
SELAN,Selan Exploration Technology Limited,28850,NSE,Energy,Oil & Gas E&P,SELAN.NS
AKSHARCHEM,AksharChem India Limited,28619,NSE,Basic Materials,Specialty Chemicals,AKSHARCHEM.NS
PRIMESECU,Prime Securities Limited,28495,NSE,Financial Services,Capital Markets,PRIMESECU.NS
MANAKSTEEL,Manaksia Steels Limited,28442,NSE,Basic Materials,Steel,MANAKSTEEL.NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,28403,NSE,Consumer Defensive,Confectioners,KCPSUGIND.NS
SRPL,Shree Ram Proteins Limited,28049,NSE,Consumer Defensive,Farm Products,SRPL.NS
ISFT,Intrasoft Technologies Limited,27806,NSE,Consumer Cyclical,Internet Retail,ISFT.NS
WANBURY,Wanbury Limited,27619,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,WANBURY.NS
SAKUMA,Sakuma Exports Limited,27561,NSE,Consumer Defensive,Farm Products,SAKUMA.NS
DONEAR,Donear Industries Limited,27482,NSE,Consumer Cyclical,Textile Manufacturing,DONEAR.NS
DTIL,Dhunseri Tea & Industries Limited,27466,NSE,Consumer Defensive,Packaged Foods,DTIL.NS
SIMPLEXINF,Simplex Infrastructures Limited,27257,NSE,Industrials,Engineering & Construction,SIMPLEXINF.NS
AHLEAST,Asian Hotels (East) Limited,27171,NSE,Consumer Cyclical,Lodging,AHLEAST.NS
EUROBOND,Euro Panel Products Limited,27146,NSE,,,EUROBOND.NS
ASHIMASYN,Ashima Limited,27120,NSE,Consumer Cyclical,Textile Manufacturing,ASHIMASYN.NS
ABAN,Aban Offshore Limited,26936,NSE,Energy,Oil & Gas Drilling,ABAN.NS
JINDALPHOT,Jindal Photo Limited,26918,NSE,Financial Services,Asset Management,JINDALPHOT.NS
KMSUGAR,K.M.Sugar Mills Limited,26910,NSE,Consumer Defensive,Confectioners,KMSUGAR.NS
JAYSREETEA,Jayshree Tea & Industries Limited,26625,NSE,Consumer Defensive,Farm Products,JAYSREETEA.NS
PPAP,PPAP Automotive Limited,26621,NSE,Consumer Cyclical,Auto Parts,PPAP.NS
FEL,Future Enterprises Limited,26613,NSE,Consumer Cyclical,Department Stores,FEL.NS
GOLDTECH,Goldstone Technologies Limited,26594,NSE,Technology,Information Technology Services,GOLDTECH.NS
SHIVATEX,Shiva Texyarn Limited,26405,NSE,Consumer Cyclical,Textile Manufacturing,SHIVATEX.NS
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,26331,NSE,Technology,Software—Application,SECURKLOUD.NS
KILITCH,Kilitch Drugs (India) Limited,26077,NSE,Healthcare,Drug Manufacturers—Specialty & Generic,KILITCH.NS
20MICRONS,20 Microns Limited,26059,NSE,Basic Materials,Other Industrial Metals & Mining,20MICRONS.NS
KANPRPLA,Kanpur Plastipack Limited,25999,NSE,Consumer Cyclical,Packaging & Containers,KANPRPLA.NS
SILVERTUC,Silver Touch Technologies Limited,25768,NSE,Technology,Information Technology Services,SILVERTUC.NS
EMKAY,Emkay Global Financial Services Limited,25749,NSE,Financial Services,Capital Markets,EMKAY.NS
LGBFORGE,LGB Forge Limited,25726,NSE,Industrials,Metal Fabrication,LGBFORGE.NS
SREINFRA,SREI Infrastructure Finance Limited,25657,NSE,Financial Services,Credit Services,SREINFRA.NS
WINDMACHIN,Windsor Machines Limited,25583,NSE,Industrials,Specialty Industrial Machinery,WINDMACHIN.NS
ALMONDZ,Almondz Global Securities Limited,25419,NSE,Financial Services,Capital Markets,ALMONDZ.NS
MBLINFRA,MBL Infrastructures Limited,25403,NSE,Industrials,Engineering & Construction,MBLINFRA.NS
JITFINFRA,JITF Infralogistics Limited,25395,NSE,Industrials,Integrated Freight & Logistics,JITFINFRA.NS
MAHEPC,Mahindra EPC Irrigation Limited,25264,NSE,Industrials,Farm & Heavy Construction Machinery,MAHEPC.NS
SGIL,Synergy Green Industries Limited,25250,NSE,Industrials,Metal Fabrication,SGIL.NS
HINDMOTORS,Hindustan Motors Limited,25248,NSE,Consumer Cyclical,Auto Manufacturers,HINDMOTORS.NS
AAKASH,Aakash Exploration Services Limited,25161,NSE,Energy,Oil & Gas Equipment & Services,AAKASH.NS
RAMANEWS,Shree Rama Newsprint Limited,25153,NSE,Basic Materials,Paper & Paper Products,RAMANEWS.NS
REFEX,Refex Industries Limited,25055,NSE,Energy,Thermal Coal,REFEX.NS
LIBERTSHOE,Liberty Shoes Limited,24947,NSE,Consumer Cyclical,Footwear & Accessories,LIBERTSHOE.NS
ZODIACLOTH,Zodiac Clothing Company Limited,24859,NSE,Consumer Cyclical,Apparel Manufacturing,ZODIACLOTH.NS
SITINET,Siti Networks Limited,24854,NSE,Communication Services,Entertainment,SITINET.NS
STARPAPER,Star Paper Mills Limited,24802,NSE,Basic Materials,Paper & Paper Products,STARPAPER.NS
UCALFUEL,Ucal Fuel Systems Limited,24800,NSE,Consumer Cyclical,Auto Parts,UCALFUEL.NS
APOLLO,Apollo Micro Systems Limited,24626,NSE,Industrials,Aerospace & Defense,APOLLO.NS
GUJAPOLLO,Gujarat Apollo Industries Limited,24467,NSE,Industrials,Specialty Industrial Machinery,GUJAPOLLO.NS
HARRMALAYA,Harrisons  Malayalam Limited,24389,NSE,Consumer Defensive,Farm Products,HARRMALAYA.NS
ARTNIRMAN,Art Nirman Limited,24207,NSE,Real Estate,Real Estate—Development,ARTNIRMAN.NS
BRNL,Bharat Road Network Limited,24094,NSE,Industrials,Infrastructure Operations,BRNL.NS
CHEMBOND,Chembond Chemicals Ltd,24086,NSE,Basic Materials,Specialty Chemicals,CHEMBOND.NS
MCLEODRUSS,Mcleod Russel India Limited,23816,NSE,Consumer Defensive,Packaged Foods,MCLEODRUSS.NS
DSSL,Dynacons Systems & Solutions Limited,23723,NSE,Technology,Information Technology Services,DSSL.NS
SINTERCOM,Sintercom India Limited,23470,NSE,Consumer Cyclical,Auto Parts,SINTERCOM.NS
NDRAUTO,Ndr Auto Components Limited,23443,NSE,Consumer Cyclical,Auto Parts,NDRAUTO.NS
